Temperature - (Celsius), Year, Month, Country, ISO3
5.1021, 1956, Dec, Greece, GRC
4.08512, 1957, Jan, Greece, GRC
7.42779, 1957, Feb, Greece, GRC
7.88131, 1957, Mar, Greece, GRC
11.9735, 1957, Apr, Greece, GRC
15.1189, 1957, May, Greece, GRC
21.8754, 1957, Jun, Greece, GRC
23.3369, 1957, Jul, Greece, GRC
23.9519, 1957, Aug, Greece, GRC
19.7508, 1957, Sep, Greece, GRC
15.9496, 1957, Oct, Greece, GRC
10.7484, 1957, Nov, Greece, GRC
5.69036, 1957, Dec, Greece, GRC
5.09738, 1958, Jan, Greece, GRC
8.02073, 1958, Feb, Greece, GRC
7.7383, 1958, Mar, Greece, GRC
11.1925, 1958, Apr, Greece, GRC
18.1466, 1958, May, Greece, GRC
20.6577, 1958, Jun, Greece, GRC
23.7712, 1958, Jul, Greece, GRC
24.3544, 1958, Aug, Greece, GRC
18.6673, 1958, Sep, Greece, GRC
14.6819, 1958, Oct, Greece, GRC
11.0588, 1958, Nov, Greece, GRC
8.19512, 1958, Dec, Greece, GRC
4.64242, 1959, Jan, Greece, GRC
3.75468, 1959, Feb, Greece, GRC
9.22302, 1959, Mar, Greece, GRC
12.0469, 1959, Apr, Greece, GRC
16.4331, 1959, May, Greece, GRC
19.6257, 1959, Jun, Greece, GRC
23.0896, 1959, Jul, Greece, GRC
22.9412, 1959, Aug, Greece, GRC
18.0631, 1959, Sep, Greece, GRC
12.4466, 1959, Oct, Greece, GRC
9.99407, 1959, Nov, Greece, GRC
8.40574, 1959, Dec, Greece, GRC
5.87421, 1960, Jan, Greece, GRC
6.91629, 1960, Feb, Greece, GRC
8.07016, 1960, Mar, Greece, GRC
11.8099, 1960, Apr, Greece, GRC
16.6847, 1960, May, Greece, GRC
20.4519, 1960, Jun, Greece, GRC
22.6132, 1960, Jul, Greece, GRC
23.5516, 1960, Aug, Greece, GRC
18.9478, 1960, Sep, Greece, GRC
16.8525, 1960, Oct, Greece, GRC
12.5387, 1960, Nov, Greece, GRC
9.27366, 1960, Dec, Greece, GRC
5.12975, 1961, Jan, Greece, GRC
5.05917, 1961, Feb, Greece, GRC
9.24046, 1961, Mar, Greece, GRC
14.0037, 1961, Apr, Greece, GRC
16.6052, 1961, May, Greece, GRC
20.8899, 1961, Jun, Greece, GRC
23.252, 1961, Jul, Greece, GRC
23.5321, 1961, Aug, Greece, GRC
19.515, 1961, Sep, Greece, GRC
14.9491, 1961, Oct, Greece, GRC
12.4046, 1961, Nov, Greece, GRC
6.86053, 1961, Dec, Greece, GRC
6.2647, 1962, Jan, Greece, GRC
4.79836, 1962, Feb, Greece, GRC
8.69982, 1962, Mar, Greece, GRC
12.3992, 1962, Apr, Greece, GRC
17.3846, 1962, May, Greece, GRC
20.6122, 1962, Jun, Greece, GRC
23.5349, 1962, Jul, Greece, GRC
24.9848, 1962, Aug, Greece, GRC
20.6246, 1962, Sep, Greece, GRC
15.4268, 1962, Oct, Greece, GRC
12.7765, 1962, Nov, Greece, GRC
5.59981, 1962, Dec, Greece, GRC
4.27215, 1963, Jan, Greece, GRC
6.65262, 1963, Feb, Greece, GRC
7.16424, 1963, Mar, Greece, GRC
11.9622, 1963, Apr, Greece, GRC
16.158, 1963, May, Greece, GRC
21.1929, 1963, Jun, Greece, GRC
24.5022, 1963, Jul, Greece, GRC
24.6085, 1963, Aug, Greece, GRC
20.992, 1963, Sep, Greece, GRC
14.9581, 1963, Oct, Greece, GRC
12.0442, 1963, Nov, Greece, GRC
7.56857, 1963, Dec, Greece, GRC
2.69672, 1964, Jan, Greece, GRC
5.01791, 1964, Feb, Greece, GRC
8.56038, 1964, Mar, Greece, GRC
12.0861, 1964, Apr, Greece, GRC
15.8077, 1964, May, Greece, GRC
21.4042, 1964, Jun, Greece, GRC
22.9798, 1964, Jul, Greece, GRC
22.5377, 1964, Aug, Greece, GRC
18.7847, 1964, Sep, Greece, GRC
15.7267, 1964, Oct, Greece, GRC
11.0993, 1964, Nov, Greece, GRC
7.29936, 1964, Dec, Greece, GRC
5.445, 1965, Jan, Greece, GRC
3.28592, 1965, Feb, Greece, GRC
8.31222, 1965, Mar, Greece, GRC
10.9271, 1965, Apr, Greece, GRC
15.5981, 1965, May, Greece, GRC
21.2567, 1965, Jun, Greece, GRC
23.7694, 1965, Jul, Greece, GRC
21.8384, 1965, Aug, Greece, GRC
20.2475, 1965, Sep, Greece, GRC
13.9717, 1965, Oct, Greece, GRC
11.2001, 1965, Nov, Greece, GRC
7.75077, 1965, Dec, Greece, GRC
4.81636, 1966, Jan, Greece, GRC
8.92497, 1966, Feb, Greece, GRC
8.19221, 1966, Mar, Greece, GRC
13.1848, 1966, Apr, Greece, GRC
16.0683, 1966, May, Greece, GRC
20.4349, 1966, Jun, Greece, GRC
23.5142, 1966, Jul, Greece, GRC
24.2958, 1966, Aug, Greece, GRC
19.804, 1966, Sep, Greece, GRC
17.8426, 1966, Oct, Greece, GRC
11.7159, 1966, Nov, Greece, GRC
6.63657, 1966, Dec, Greece, GRC
3.82071, 1967, Jan, Greece, GRC
4.47213, 1967, Feb, Greece, GRC
8.31385, 1967, Mar, Greece, GRC
11.6423, 1967, Apr, Greece, GRC
16.9249, 1967, May, Greece, GRC
19.6117, 1967, Jun, Greece, GRC
23.3925, 1967, Jul, Greece, GRC
24.2949, 1967, Aug, Greece, GRC
20.0144, 1967, Sep, Greece, GRC
15.8227, 1967, Oct, Greece, GRC
10.5916, 1967, Nov, Greece, GRC
6.7885, 1967, Dec, Greece, GRC
3.46882, 1968, Jan, Greece, GRC
6.96813, 1968, Feb, Greece, GRC
7.96109, 1968, Mar, Greece, GRC
13.9013, 1968, Apr, Greece, GRC
19.3673, 1968, May, Greece, GRC
20.6992, 1968, Jun, Greece, GRC
23.6052, 1968, Jul, Greece, GRC
21.714, 1968, Aug, Greece, GRC
19.3205, 1968, Sep, Greece, GRC
14.1454, 1968, Oct, Greece, GRC
11.0028, 1968, Nov, Greece, GRC
6.28587, 1968, Dec, Greece, GRC
3.64384, 1969, Jan, Greece, GRC
7.01851, 1969, Feb, Greece, GRC
7.80689, 1969, Mar, Greece, GRC
10.9096, 1969, Apr, Greece, GRC
18.4387, 1969, May, Greece, GRC
20.4855, 1969, Jun, Greece, GRC
21.7941, 1969, Jul, Greece, GRC
22.8095, 1969, Aug, Greece, GRC
20.6033, 1969, Sep, Greece, GRC
14.5568, 1969, Oct, Greece, GRC
11.5936, 1969, Nov, Greece, GRC
6.9875, 1969, Dec, Greece, GRC
6.83047, 1970, Jan, Greece, GRC
7.07618, 1970, Feb, Greece, GRC
8.93337, 1970, Mar, Greece, GRC
13.0991, 1970, Apr, Greece, GRC
15.1785, 1970, May, Greece, GRC
20.7719, 1970, Jun, Greece, GRC
23.0746, 1970, Jul, Greece, GRC
23.4848, 1970, Aug, Greece, GRC
19.7444, 1970, Sep, Greece, GRC
13.8876, 1970, Oct, Greece, GRC
10.3532, 1970, Nov, Greece, GRC
6.44032, 1970, Dec, Greece, GRC
7.1566, 1971, Jan, Greece, GRC
5.58095, 1971, Feb, Greece, GRC
7.17888, 1971, Mar, Greece, GRC
11.8235, 1971, Apr, Greece, GRC
17.7007, 1971, May, Greece, GRC
20.8328, 1971, Jun, Greece, GRC
21.9799, 1971, Jul, Greece, GRC
23.8, 1971, Aug, Greece, GRC
18.3653, 1971, Sep, Greece, GRC
12.9319, 1971, Oct, Greece, GRC
9.80035, 1971, Nov, Greece, GRC
5.81272, 1971, Dec, Greece, GRC
5.63556, 1972, Jan, Greece, GRC
6.13876, 1972, Feb, Greece, GRC
8.71542, 1972, Mar, Greece, GRC
13.1343, 1972, Apr, Greece, GRC
16.6547, 1972, May, Greece, GRC
21.4903, 1972, Jun, Greece, GRC
22.5162, 1972, Jul, Greece, GRC
22.4524, 1972, Aug, Greece, GRC
18.8505, 1972, Sep, Greece, GRC
12.3374, 1972, Oct, Greece, GRC
9.6866, 1972, Nov, Greece, GRC
5.171, 1972, Dec, Greece, GRC
4.55863, 1973, Jan, Greece, GRC
6.39342, 1973, Feb, Greece, GRC
6.72842, 1973, Mar, Greece, GRC
10.9597, 1973, Apr, Greece, GRC
17.2219, 1973, May, Greece, GRC
20.3304, 1973, Jun, Greece, GRC
23.3424, 1973, Jul, Greece, GRC
22.2641, 1973, Aug, Greece, GRC
20.3836, 1973, Sep, Greece, GRC
15.2013, 1973, Oct, Greece, GRC
8.76916, 1973, Nov, Greece, GRC
6.96324, 1973, Dec, Greece, GRC
4.14215, 1974, Jan, Greece, GRC
6.91579, 1974, Feb, Greece, GRC
8.53105, 1974, Mar, Greece, GRC
10.6913, 1974, Apr, Greece, GRC
15.3272, 1974, May, Greece, GRC
20.1462, 1974, Jun, Greece, GRC
22.7061, 1974, Jul, Greece, GRC
23.1499, 1974, Aug, Greece, GRC
19.7174, 1974, Sep, Greece, GRC
15.4696, 1974, Oct, Greece, GRC
9.38948, 1974, Nov, Greece, GRC
5.37321, 1974, Dec, Greece, GRC
4.10378, 1975, Jan, Greece, GRC
4.4189, 1975, Feb, Greece, GRC
9.44937, 1975, Mar, Greece, GRC
12.4721, 1975, Apr, Greece, GRC
16.7403, 1975, May, Greece, GRC
19.9297, 1975, Jun, Greece, GRC
22.9217, 1975, Jul, Greece, GRC
21.9814, 1975, Aug, Greece, GRC
21.0416, 1975, Sep, Greece, GRC
14.6952, 1975, Oct, Greece, GRC
9.33191, 1975, Nov, Greece, GRC
5.43698, 1975, Dec, Greece, GRC
4.57132, 1976, Jan, Greece, GRC
4.713, 1976, Feb, Greece, GRC
7.37382, 1976, Mar, Greece, GRC
11.6468, 1976, Apr, Greece, GRC
16.3179, 1976, May, Greece, GRC
19.8376, 1976, Jun, Greece, GRC
22.0757, 1976, Jul, Greece, GRC
20.1175, 1976, Aug, Greece, GRC
18.046, 1976, Sep, Greece, GRC
14.9521, 1976, Oct, Greece, GRC
10.4666, 1976, Nov, Greece, GRC
6.37249, 1976, Dec, Greece, GRC
5.14122, 1977, Jan, Greece, GRC
8.97387, 1977, Feb, Greece, GRC
9.33055, 1977, Mar, Greece, GRC
12.0065, 1977, Apr, Greece, GRC
17.4361, 1977, May, Greece, GRC
20.742, 1977, Jun, Greece, GRC
23.569, 1977, Jul, Greece, GRC
23.1377, 1977, Aug, Greece, GRC
18.8229, 1977, Sep, Greece, GRC
13.4251, 1977, Oct, Greece, GRC
11.774, 1977, Nov, Greece, GRC
4.69235, 1977, Dec, Greece, GRC
4.69443, 1978, Jan, Greece, GRC
7.12783, 1978, Feb, Greece, GRC
8.95683, 1978, Mar, Greece, GRC
11.406, 1978, Apr, Greece, GRC
15.9864, 1978, May, Greece, GRC
20.7084, 1978, Jun, Greece, GRC
22.9329, 1978, Jul, Greece, GRC
21.9025, 1978, Aug, Greece, GRC
17.6858, 1978, Sep, Greece, GRC
14.1171, 1978, Oct, Greece, GRC
7.97476, 1978, Nov, Greece, GRC
7.45213, 1978, Dec, Greece, GRC
4.85693, 1979, Jan, Greece, GRC
7.01777, 1979, Feb, Greece, GRC
9.96473, 1979, Mar, Greece, GRC
11.1281, 1979, Apr, Greece, GRC
16.5721, 1979, May, Greece, GRC
21.7726, 1979, Jun, Greece, GRC
22.5048, 1979, Jul, Greece, GRC
22.3046, 1979, Aug, Greece, GRC
19.6191, 1979, Sep, Greece, GRC
14.5941, 1979, Oct, Greece, GRC
10.3889, 1979, Nov, Greece, GRC
7.14353, 1979, Dec, Greece, GRC
3.63109, 1980, Jan, Greece, GRC
4.81417, 1980, Feb, Greece, GRC
7.81831, 1980, Mar, Greece, GRC
10.5862, 1980, Apr, Greece, GRC
14.9167, 1980, May, Greece, GRC
19.8418, 1980, Jun, Greece, GRC
22.7444, 1980, Jul, Greece, GRC
22.9188, 1980, Aug, Greece, GRC
19.221, 1980, Sep, Greece, GRC
15.6758, 1980, Oct, Greece, GRC
11.3895, 1980, Nov, Greece, GRC
6.08278, 1980, Dec, Greece, GRC
3.04856, 1981, Jan, Greece, GRC
5.1767, 1981, Feb, Greece, GRC
9.93007, 1981, Mar, Greece, GRC
12.3339, 1981, Apr, Greece, GRC
15.5891, 1981, May, Greece, GRC
21.8759, 1981, Jun, Greece, GRC
22.3304, 1981, Jul, Greece, GRC
22.5979, 1981, Aug, Greece, GRC
19.6814, 1981, Sep, Greece, GRC
16.6735, 1981, Oct, Greece, GRC
7.91059, 1981, Nov, Greece, GRC
7.83163, 1981, Dec, Greece, GRC
5.08258, 1982, Jan, Greece, GRC
4.08808, 1982, Feb, Greece, GRC
7.18543, 1982, Mar, Greece, GRC
11.0577, 1982, Apr, Greece, GRC
16.1474, 1982, May, Greece, GRC
21.2364, 1982, Jun, Greece, GRC
22.5553, 1982, Jul, Greece, GRC
22.9368, 1982, Aug, Greece, GRC
21.024, 1982, Sep, Greece, GRC
15.3409, 1982, Oct, Greece, GRC
9.14503, 1982, Nov, Greece, GRC
6.89348, 1982, Dec, Greece, GRC
4.51342, 1983, Jan, Greece, GRC
4.02879, 1983, Feb, Greece, GRC
8.1851, 1983, Mar, Greece, GRC
13.0539, 1983, Apr, Greece, GRC
17.705, 1983, May, Greece, GRC
19.1491, 1983, Jun, Greece, GRC
23.1257, 1983, Jul, Greece, GRC
21.9344, 1983, Aug, Greece, GRC
19.0987, 1983, Sep, Greece, GRC
13.6761, 1983, Oct, Greece, GRC
9.10144, 1983, Nov, Greece, GRC
6.05255, 1983, Dec, Greece, GRC
5.83912, 1984, Jan, Greece, GRC
6.01778, 1984, Feb, Greece, GRC
7.39554, 1984, Mar, Greece, GRC
10.4199, 1984, Apr, Greece, GRC
16.8468, 1984, May, Greece, GRC
19.8213, 1984, Jun, Greece, GRC
22.2941, 1984, Jul, Greece, GRC
21.3288, 1984, Aug, Greece, GRC
19.5043, 1984, Sep, Greece, GRC
16.3814, 1984, Oct, Greece, GRC
10.4808, 1984, Nov, Greece, GRC
5.72908, 1984, Dec, Greece, GRC
4.66332, 1985, Jan, Greece, GRC
3.32372, 1985, Feb, Greece, GRC
7.70102, 1985, Mar, Greece, GRC
12.8791, 1985, Apr, Greece, GRC
17.8812, 1985, May, Greece, GRC
20.6083, 1985, Jun, Greece, GRC
23.0436, 1985, Jul, Greece, GRC
23.5212, 1985, Aug, Greece, GRC
19.6912, 1985, Sep, Greece, GRC
13.2815, 1985, Oct, Greece, GRC
11.1589, 1985, Nov, Greece, GRC
7.17577, 1985, Dec, Greece, GRC
5.93092, 1986, Jan, Greece, GRC
5.9582, 1986, Feb, Greece, GRC
8.49789, 1986, Mar, Greece, GRC
13.4261, 1986, Apr, Greece, GRC
17.0266, 1986, May, Greece, GRC
20.8473, 1986, Jun, Greece, GRC
22.7195, 1986, Jul, Greece, GRC
24.1594, 1986, Aug, Greece, GRC
20.3205, 1986, Sep, Greece, GRC
14.5357, 1986, Oct, Greece, GRC
8.74006, 1986, Nov, Greece, GRC
4.32501, 1986, Dec, Greece, GRC
5.13293, 1987, Jan, Greece, GRC
6.57722, 1987, Feb, Greece, GRC
4.40588, 1987, Mar, Greece, GRC
11.0128, 1987, Apr, Greece, GRC
14.9473, 1987, May, Greece, GRC
20.7472, 1987, Jun, Greece, GRC
24.5628, 1987, Jul, Greece, GRC
22.8196, 1987, Aug, Greece, GRC
21.9231, 1987, Sep, Greece, GRC
14.3923, 1987, Oct, Greece, GRC
10.3817, 1987, Nov, Greece, GRC
6.35897, 1987, Dec, Greece, GRC
6.52534, 1988, Jan, Greece, GRC
5.86569, 1988, Feb, Greece, GRC
7.96728, 1988, Mar, Greece, GRC
11.6677, 1988, Apr, Greece, GRC
17.0191, 1988, May, Greece, GRC
20.9711, 1988, Jun, Greece, GRC
25.4916, 1988, Jul, Greece, GRC
24.5304, 1988, Aug, Greece, GRC
19.7813, 1988, Sep, Greece, GRC
14.1611, 1988, Oct, Greece, GRC
7.56124, 1988, Nov, Greece, GRC
5.12925, 1988, Dec, Greece, GRC
3.42601, 1989, Jan, Greece, GRC
6.3136, 1989, Feb, Greece, GRC
10.1089, 1989, Mar, Greece, GRC
13.7836, 1989, Apr, Greece, GRC
15.5722, 1989, May, Greece, GRC
19.3342, 1989, Jun, Greece, GRC
23.0303, 1989, Jul, Greece, GRC
23.1733, 1989, Aug, Greece, GRC
19.638, 1989, Sep, Greece, GRC
13.3598, 1989, Oct, Greece, GRC
9.19188, 1989, Nov, Greece, GRC
5.84566, 1989, Dec, Greece, GRC
3.24051, 1990, Jan, Greece, GRC
7.08267, 1990, Feb, Greece, GRC
10.1868, 1990, Mar, Greece, GRC
12.6461, 1990, Apr, Greece, GRC
16.7487, 1990, May, Greece, GRC
20.8773, 1990, Jun, Greece, GRC
24.2294, 1990, Jul, Greece, GRC
23.1854, 1990, Aug, Greece, GRC
19.1903, 1990, Sep, Greece, GRC
15.6756, 1990, Oct, Greece, GRC
11.8865, 1990, Nov, Greece, GRC
6.32474, 1990, Dec, Greece, GRC
3.91861, 1991, Jan, Greece, GRC
5.09455, 1991, Feb, Greece, GRC
9.25895, 1991, Mar, Greece, GRC
11.1008, 1991, Apr, Greece, GRC
14.1287, 1991, May, Greece, GRC
20.9697, 1991, Jun, Greece, GRC
22.7022, 1991, Jul, Greece, GRC
22.6577, 1991, Aug, Greece, GRC
19.5406, 1991, Sep, Greece, GRC
15.1167, 1991, Oct, Greece, GRC
10.2726, 1991, Nov, Greece, GRC
3.08697, 1991, Dec, Greece, GRC
3.7905, 1992, Jan, Greece, GRC
3.95993, 1992, Feb, Greece, GRC
7.50094, 1992, Mar, Greece, GRC
11.7246, 1992, Apr, Greece, GRC
15.7604, 1992, May, Greece, GRC
20.2093, 1992, Jun, Greece, GRC
22.2584, 1992, Jul, Greece, GRC
24.6659, 1992, Aug, Greece, GRC
19.2929, 1992, Sep, Greece, GRC
16.9822, 1992, Oct, Greece, GRC
10.465, 1992, Nov, Greece, GRC
4.60058, 1992, Dec, Greece, GRC
3.79214, 1993, Jan, Greece, GRC
3.36861, 1993, Feb, Greece, GRC
7.1785, 1993, Mar, Greece, GRC
11.9734, 1993, Apr, Greece, GRC
16.6209, 1993, May, Greece, GRC
21.3778, 1993, Jun, Greece, GRC
23.0411, 1993, Jul, Greece, GRC
23.862, 1993, Aug, Greece, GRC
19.59, 1993, Sep, Greece, GRC
16.3781, 1993, Oct, Greece, GRC
9.07118, 1993, Nov, Greece, GRC
7.43799, 1993, Dec, Greece, GRC
6.43991, 1994, Jan, Greece, GRC
6.03419, 1994, Feb, Greece, GRC
9.19675, 1994, Mar, Greece, GRC
12.9778, 1994, Apr, Greece, GRC
17.6104, 1994, May, Greece, GRC
20.8526, 1994, Jun, Greece, GRC
24.1082, 1994, Jul, Greece, GRC
24.9181, 1994, Aug, Greece, GRC
22.4503, 1994, Sep, Greece, GRC
16.3618, 1994, Oct, Greece, GRC
9.14728, 1994, Nov, Greece, GRC
5.34229, 1994, Dec, Greece, GRC
4.99704, 1995, Jan, Greece, GRC
7.71415, 1995, Feb, Greece, GRC
8.11374, 1995, Mar, Greece, GRC
11.2921, 1995, Apr, Greece, GRC
16.4029, 1995, May, Greece, GRC
21.8511, 1995, Jun, Greece, GRC
24.0823, 1995, Jul, Greece, GRC
22.7385, 1995, Aug, Greece, GRC
19.435, 1995, Sep, Greece, GRC
13.852, 1995, Oct, Greece, GRC
7.76382, 1995, Nov, Greece, GRC
7.18005, 1995, Dec, Greece, GRC
4.43407, 1996, Jan, Greece, GRC
5.0996, 1996, Feb, Greece, GRC
5.77649, 1996, Mar, Greece, GRC
10.8882, 1996, Apr, Greece, GRC
17.8538, 1996, May, Greece, GRC
21.7169, 1996, Jun, Greece, GRC
23.3023, 1996, Jul, Greece, GRC
23.3869, 1996, Aug, Greece, GRC
18.2718, 1996, Sep, Greece, GRC
13.4244, 1996, Oct, Greece, GRC
10.7041, 1996, Nov, Greece, GRC
7.06579, 1996, Dec, Greece, GRC
5.80158, 1997, Jan, Greece, GRC
5.8835, 1997, Feb, Greece, GRC
7.5572, 1997, Mar, Greece, GRC
8.80947, 1997, Apr, Greece, GRC
17.5623, 1997, May, Greece, GRC
21.6589, 1997, Jun, Greece, GRC
23.5354, 1997, Jul, Greece, GRC
21.8872, 1997, Aug, Greece, GRC
18.7223, 1997, Sep, Greece, GRC
13.6879, 1997, Oct, Greece, GRC
10.5592, 1997, Nov, Greece, GRC
6.23047, 1997, Dec, Greece, GRC
5.43591, 1998, Jan, Greece, GRC
7.20468, 1998, Feb, Greece, GRC
6.32811, 1998, Mar, Greece, GRC
13.1206, 1998, Apr, Greece, GRC
16.4856, 1998, May, Greece, GRC
22.1742, 1998, Jun, Greece, GRC
24.805, 1998, Jul, Greece, GRC
25.2112, 1998, Aug, Greece, GRC
19.654, 1998, Sep, Greece, GRC
15.8547, 1998, Oct, Greece, GRC
10.1646, 1998, Nov, Greece, GRC
4.68543, 1998, Dec, Greece, GRC
5.35984, 1999, Jan, Greece, GRC
5.36324, 1999, Feb, Greece, GRC
8.77052, 1999, Mar, Greece, GRC
12.9119, 1999, Apr, Greece, GRC
18.063, 1999, May, Greece, GRC
22.5453, 1999, Jun, Greece, GRC
24.365, 1999, Jul, Greece, GRC
24.6689, 1999, Aug, Greece, GRC
20.4813, 1999, Sep, Greece, GRC
16.5003, 1999, Oct, Greece, GRC
10.746, 1999, Nov, Greece, GRC
8.04936, 1999, Dec, Greece, GRC
2.64681, 2000, Jan, Greece, GRC
5.94456, 2000, Feb, Greece, GRC
8.06724, 2000, Mar, Greece, GRC
13.8384, 2000, Apr, Greece, GRC
18.1759, 2000, May, Greece, GRC
22.2705, 2000, Jun, Greece, GRC
24.6747, 2000, Jul, Greece, GRC
24.4526, 2000, Aug, Greece, GRC
19.9886, 2000, Sep, Greece, GRC
14.9268, 2000, Oct, Greece, GRC
12.3654, 2000, Nov, Greece, GRC
7.28838, 2000, Dec, Greece, GRC
6.537, 2001, Jan, Greece, GRC
6.65849, 2001, Feb, Greece, GRC
12.1494, 2001, Mar, Greece, GRC
12.3315, 2001, Apr, Greece, GRC
17.5608, 2001, May, Greece, GRC
21.2601, 2001, Jun, Greece, GRC
25.0693, 2001, Jul, Greece, GRC
25.1163, 2001, Aug, Greece, GRC
20.5235, 2001, Sep, Greece, GRC
16.2588, 2001, Oct, Greece, GRC
9.86624, 2001, Nov, Greece, GRC
3.24205, 2001, Dec, Greece, GRC
3.61044, 2002, Jan, Greece, GRC
8.36042, 2002, Feb, Greece, GRC
9.82321, 2002, Mar, Greece, GRC
11.9559, 2002, Apr, Greece, GRC
17.6112, 2002, May, Greece, GRC
22.4174, 2002, Jun, Greece, GRC
24.8773, 2002, Jul, Greece, GRC
23.4532, 2002, Aug, Greece, GRC
19.1578, 2002, Sep, Greece, GRC
15.0667, 2002, Oct, Greece, GRC
11.3577, 2002, Nov, Greece, GRC
5.67808, 2002, Dec, Greece, GRC
6.92505, 2003, Jan, Greece, GRC
2.29013, 2003, Feb, Greece, GRC
6.6403, 2003, Mar, Greece, GRC
10.7313, 2003, Apr, Greece, GRC
18.8125, 2003, May, Greece, GRC
23.021, 2003, Jun, Greece, GRC
24.7197, 2003, Jul, Greece, GRC
25.3691, 2003, Aug, Greece, GRC
19.5666, 2003, Sep, Greece, GRC
15.8815, 2003, Oct, Greece, GRC
10.9191, 2003, Nov, Greece, GRC
5.79291, 2003, Dec, Greece, GRC
3.89749, 2004, Jan, Greece, GRC
5.90388, 2004, Feb, Greece, GRC
8.93258, 2004, Mar, Greece, GRC
12.5844, 2004, Apr, Greece, GRC
16.0094, 2004, May, Greece, GRC
21.2084, 2004, Jun, Greece, GRC
24.1501, 2004, Jul, Greece, GRC
23.3983, 2004, Aug, Greece, GRC
19.956, 2004, Sep, Greece, GRC
16.6708, 2004, Oct, Greece, GRC
10.5258, 2004, Nov, Greece, GRC
7.22983, 2004, Dec, Greece, GRC
5.02492, 2005, Jan, Greece, GRC
4.34906, 2005, Feb, Greece, GRC
8.33698, 2005, Mar, Greece, GRC
12.0584, 2005, Apr, Greece, GRC
17.3928, 2005, May, Greece, GRC
20.9136, 2005, Jun, Greece, GRC
24.226, 2005, Jul, Greece, GRC
23.8485, 2005, Aug, Greece, GRC
20.1668, 2005, Sep, Greece, GRC
14.1927, 2005, Oct, Greece, GRC
9.36498, 2005, Nov, Greece, GRC
6.41238, 2005, Dec, Greece, GRC
2.80728, 2006, Jan, Greece, GRC
5.41945, 2006, Feb, Greece, GRC
8.62101, 2006, Mar, Greece, GRC
13.1103, 2006, Apr, Greece, GRC
17.4467, 2006, May, Greece, GRC
21.3413, 2006, Jun, Greece, GRC
23.9893, 2006, Jul, Greece, GRC
24.6222, 2006, Aug, Greece, GRC
19.925, 2006, Sep, Greece, GRC
15.3092, 2006, Oct, Greece, GRC
8.72016, 2006, Nov, Greece, GRC
5.70604, 2006, Dec, Greece, GRC
6.34733, 2007, Jan, Greece, GRC
6.69923, 2007, Feb, Greece, GRC
9.52119, 2007, Mar, Greece, GRC
12.8486, 2007, Apr, Greece, GRC
17.9203, 2007, May, Greece, GRC
22.978, 2007, Jun, Greece, GRC
25.7964, 2007, Jul, Greece, GRC
24.8685, 2007, Aug, Greece, GRC
19.5344, 2007, Sep, Greece, GRC
15.2786, 2007, Oct, Greece, GRC
9.64298, 2007, Nov, Greece, GRC
4.61202, 2007, Dec, Greece, GRC
4.37924, 2008, Jan, Greece, GRC
5.60921, 2008, Feb, Greece, GRC
10.5083, 2008, Mar, Greece, GRC
13.1876, 2008, Apr, Greece, GRC
17.3166, 2008, May, Greece, GRC
22.6791, 2008, Jun, Greece, GRC
24.5925, 2008, Jul, Greece, GRC
25.2136, 2008, Aug, Greece, GRC
19.6135, 2008, Sep, Greece, GRC
15.2317, 2008, Oct, Greece, GRC
11.3356, 2008, Nov, Greece, GRC
6.85795, 2008, Dec, Greece, GRC
6.15762, 2009, Jan, Greece, GRC
5.52956, 2009, Feb, Greece, GRC
8.22341, 2009, Mar, Greece, GRC
12.655, 2009, Apr, Greece, GRC
18.0736, 2009, May, Greece, GRC
21.8152, 2009, Jun, Greece, GRC
24.6913, 2009, Jul, Greece, GRC
24.2471, 2009, Aug, Greece, GRC
19.7327, 2009, Sep, Greece, GRC
15.3441, 2009, Oct, Greece, GRC
10.5148, 2009, Nov, Greece, GRC
8.25615, 2009, Dec, Greece, GRC
5.4958, 2010, Jan, Greece, GRC
7.47473, 2010, Feb, Greece, GRC
9.27973, 2010, Mar, Greece, GRC
13.4312, 2010, Apr, Greece, GRC
17.6834, 2010, May, Greece, GRC
21.3807, 2010, Jun, Greece, GRC
24.6069, 2010, Jul, Greece, GRC
25.8605, 2010, Aug, Greece, GRC
20.4344, 2010, Sep, Greece, GRC
14.4371, 2010, Oct, Greece, GRC
13.5378, 2010, Nov, Greece, GRC
7.75746, 2010, Dec, Greece, GRC
5.05354, 2011, Jan, Greece, GRC
5.98581, 2011, Feb, Greece, GRC
8.31739, 2011, Mar, Greece, GRC
11.7761, 2011, Apr, Greece, GRC
16.5518, 2011, May, Greece, GRC
21.3966, 2011, Jun, Greece, GRC
24.8033, 2011, Jul, Greece, GRC
24.3921, 2011, Aug, Greece, GRC
22.1927, 2011, Sep, Greece, GRC
13.2967, 2011, Oct, Greece, GRC
7.81676, 2011, Nov, Greece, GRC
6.43293, 2011, Dec, Greece, GRC
2.85525, 2012, Jan, Greece, GRC
4.01973, 2012, Feb, Greece, GRC
8.94259, 2012, Mar, Greece, GRC
13.5577, 2012, Apr, Greece, GRC
17.5411, 2012, May, Greece, GRC
23.1112, 2012, Jun, Greece, GRC
25.9151, 2012, Jul, Greece, GRC
25.6196, 2012, Aug, Greece, GRC
21.3151, 2012, Sep, Greece, GRC
17.637, 2012, Oct, Greece, GRC
12.2798, 2012, Nov, Greece, GRC
